session,signal_t_utc,signal_close,entry_t_utc,entry_price,exit_t_utc,exit_price,exit_reason,minutes_held,stop,target_at_exit,gross_return,net_return,ambiguous_exit
2022-01-27,2022-01-27T17:50:00Z,433.4,2022-01-27T17:51:00Z,433.4,2022-01-27T18:06:00Z,432.15,time,15,431.23299999999995,437.2020498690103,-0.0028841716658975546,-0.0028841716658975546,False
2022-01-27,2022-01-27T18:07:00Z,431.92,2022-01-27T18:08:00Z,431.92,2022-01-27T18:23:00Z,430.61,time,15,429.7604,436.74360967926276,-0.003032969068345995,-0.003032969068345995,False
2022-01-27,2022-01-27T18:26:00Z,430.77,2022-01-27T18:27:00Z,430.76,2022-01-27T18:42:00Z,431.03,time,15,428.6062,436.19533929340946,0.000626799145695937,0.000626799145695937,False
2022-01-27,2022-01-27T18:50:00Z,431.18,2022-01-27T18:51:00Z,431.12,2022-01-27T19:06:00Z,433.44,time,15,428.9644,435.8001077717528,0.005381332343663002,0.005381332343663002,False
2022-01-27,2022-01-27T19:07:00Z,433.1,2022-01-27T19:08:00Z,433.07,2022-01-27T19:23:00Z,431.85,time,15,430.90465,435.59909567437944,-0.0028170965432839277,-0.0028170965432839277,False
2022-01-27,2022-01-27T19:24:00Z,430.87,2022-01-27T19:25:00Z,430.83,2022-01-27T19:40:00Z,432.24,time,15,428.67584999999997,435.2883373165587,0.0032727525938305714,0.0032727525938305714,False
2022-01-27,2022-01-27T19:41:00Z,432.09,2022-01-27T19:42:00Z,432.1,2022-01-27T19:57:00Z,430.94,time,15,429.9395,435.0991909467062,-0.0026845637583893193,-0.0026845637583893193,False
2022-01-27,2022-01-27T20:00:00Z,431.86,2022-01-27T20:01:00Z,431.9,2022-01-27T20:15:00Z,429.7405,stop,14,429.7405,434.88308021315805,-0.004999999999999954,-0.004999999999999954,False
2022-01-27,2022-01-27T20:19:00Z,430.91,2022-01-27T20:20:00Z,430.9,2022-01-27T20:35:00Z,431.68,time,15,428.7455,434.6186974482107,0.0018101647714087483,0.0018101647714087483,False
2022-02-03,2022-02-03T19:40:00Z,448.5272,2022-02-03T19:41:00Z,448.54,2022-02-03T19:56:00Z,448.31,time,15,446.2973,450.2390794001801,-0.0005127747803986671,-0.0005127747803986671,False
2022-02-03,2022-02-03T20:00:00Z,448.125,2022-02-03T20:01:00Z,448.13,2022-02-03T20:16:00Z,448.64,time,15,445.88935,450.0764606026171,0.0011380626157587996,0.0011380626157587996,False
2022-02-03,2022-02-03T20:33:00Z,447.7895,2022-02-03T20:34:00Z,447.79,2022-02-03T20:45:00Z,446.85,flat_by,11,445.55105000000003,449.7844257601919,-0.0020991982849103323,-0.0020991982849103323,False
2022-02-04,2022-02-04T15:46:00Z,444.42,2022-02-04T15:47:00Z,444.41,2022-02-04T16:02:00Z,444.89,time,15,442.18795,446.1532332600478,0.0010800837064871658,0.0010800837064871658,False
2022-02-04,2022-02-04T16:10:00Z,444.08,2022-02-04T16:11:00Z,444.08,2022-02-04T16:26:00Z,445.85193379050145,target,15,441.8596,445.85193379050145,0.003990122929430427,0.003990122929430427,False
2022-02-10,2022-02-10T18:16:00Z,452.6,2022-02-10T18:17:00Z,452.6,2022-02-10T18:32:00Z,451.0801,time,15,450.33700000000005,454.28641299269395,-0.0033581528943879956,-0.0033581528943879956,False
